,title,Year,genre,homepage,popularity
1175,The Last of the Mohicans,1992,"Action,Adventure,Drama,History,Romance,War",,37.776566
1176,Ray,2004,"Drama,Music",,21.743321
1177,Sin City,2005,"Action,Thriller,Crime",http://www.miramax.com/movie/sin-city/,66.003433
1178,Vantage Point,2008,"Drama,Action,Thriller,Crime",http://www.vantagepoint-movie.com/index.php,24.862767
1179,"I Love You, Man",2009,Comedy,http://www.iloveyouman.com/,25.391899
1180,Shallow Hal,2001,"Comedy,Romance",,29.854773
1181,JFK,1991,"Drama,Thriller,History",,26.82041
1182,Big Momma's House 2,2006,"Comedy,Crime",,17.61292
1183,The Mexican,2001,"Action,Comedy,Crime,Romance",,21.021809
1184,17 Again,2009,Comedy,http://www.17againmovie.com/,52.571674
1185,The Other Woman,2014,"Comedy,Romance",,34.519636
1186,The Final Destination,2009,"Horror,Mystery",http://www.TheFinalDestinationMovie.com/,32.478077
1187,Bridge of Spies,2015,"Thriller,Drama",,48.445978
1188,Behind Enemy Lines,2001,"Action,Drama,Thriller,War",,24.012986
1189,Get Him to the Greek,2010,Comedy,http://www.gethimtothegreek.net/,17.869443
1190,Shall We Dance?,2004,"Drama,Romance,Comedy",http://www.miramax.com/shallwedance/,14.231899
1191,Small Soldiers,1998,"Comedy,Adventure,Fantasy,Sci-Fi,Action",,23.088571
1192,Spawn,1997,"Action,Adventure,Fantasy,Horror,Sci-Fi,Thriller",,19.833664
1193,The Count of Monte Cristo,2002,"Action,Adventure,Drama,Thriller",,26.595983
1194,The Lincoln Lawyer,2011,"Crime,Drama,Thriller",http://www.thelincolnlawyermovie.com/,26.072228
1195,Unknown,2011,"Action,Mystery,Thriller",http://unknownmovie.warnerbros.com/,38.643914
1196,The Prestige,2006,"Drama,Mystery,Thriller",http://wwws.warnerbros.de/theprestige/,74.440708
1197,Horrible Bosses 2,2014,Comedy,,82.185281
1198,Escape from Planet Earth,2013,"Animation,Comedy,Adventure,Family,Sci-Fi",http://www.escapeearthmovie.com/,18.14218
1199,Apocalypto,2006,"Action,Adventure,Drama,Thriller",,41.570047
1200,The Living Daylights,1987,"Action,Adventure,Thriller",http://www.mgm.com/view/movie/1132/The-Living-Daylights/,23.331459
1201,Predators,2010,"Action,Sci-Fi,Adventure,Thriller",,47.649554
1202,Legal Eagles,1986,"Comedy,Crime,Drama,Romance,Thriller",,7.519433
1203,Secret Window,2004,"Thriller,Mystery",,32.908414
1204,The Lake House,2006,"Romance,Drama,Mystery",http://wwws.warnerbros.de/thelakehouse/,29.88736
1205,The Skeleton Key,2005,"Drama,Horror,Mystery,Thriller",,29.105407
1206,The Odd Life of Timothy Green,2012,"Fantasy,Drama,Comedy,Family",http://disney.go.com/disneypictures/the-odd-life-of-timothy-green/,16.394452
1207,Made of Honor,2008,"Comedy,Romance",,19.574774
1208,Jersey Boys,2014,"Music,Drama",,14.199933
1209,The Rainmaker,1997,"Drama,Crime,Thriller",,12.229516
1210,Gothika,2003,"Horror,Thriller",http://gothikamovie.warnerbros.com/,27.303608
1211,Amistad,1997,"Drama,History,Mystery",,3.698276
1212,Medicine Man,1992,Adventure,,7.021871
1213,Aliens vs Predator: Requiem,2007,"Fantasy,Action,Sci-Fi,Thriller,Horror",http://www.avp-r.com/,39.381913
1214,RiÃ‚Â¢hie RiÃ‚Â¢h,1994,"Comedy,Family",,14.398356
1215,Autumn in New York,2000,"Drama,Romance",,8.680334
1216,Music and Lyrics,2007,"Comedy,Music,Romance",,17.659032
1217,Paul,2011,"Adventure,Comedy,Sci-Fi",http://paulthemovie.co.uk/,43.151268
1218,The Guilt Trip,2012,Comedy,,15.283444
1219,Scream 4,2011,"Horror,Mystery",http://www.scream-4.com/,35.21926
1220,8MM,1999,"Thriller,Crime,Mystery",,25.580272
1221,The Doors,1991,"Drama,Music",,10.794175
1222,Sex Tape,2014,Comedy,,72.641296
1223,Hanging Up,2000,"Comedy,Drama",,3.415534
1224,Final Destination 5,2011,"Horror,Mystery",http://finaldestinationmovie.warnerbros.com/index.html,38.555482
1225,Mickey Blue Eyes,1999,"Comedy,Crime,Romance",,6.786117
1226,Pay It Forward,2000,"Drama,Romance",,24.313684
1227,Fever Pitch,2005,"Comedy,Drama,Romance",,9.965073
1228,Drillbit Taylor,2008,Comedy,http://www.drillbittaylor.com/,15.055732
1229,A Million Ways to Die in the West,2014,"Comedy,Western",,32.808675
1230,The Shadow,1994,"Adventure,Fantasy,Action,Thriller,Sci-Fi",,8.178203
1231,Extremely Loud & Incredibly Close,2011,Drama,http://extremelyloudandincrediblyclose.warnerbros.com/,31.066874
1232,Morning Glory,2010,"Comedy,Drama,Romance",http://www.morningglorymovie.com/,22.491388
1233,Get Rich or Die Tryin',2005,Drama,,12.885985
1234,The Art of War,2000,"Crime,Action,Adventure",,7.832337
1235,Rent,2005,"Drama,Romance",http://www.sonypictures.com/movies/rent/,10.433667
1236,Bless the Child,2000,"Drama,Horror,Thriller,Crime",,3.321949
1237,The Out-of-Towners,1999,Comedy,,4.842626
1238,The Island of Dr. Moreau,1996,"Fantasy,Horror,Sci-Fi",,13.210898
1239,The Musketeer,2001,"Action,Adventure,Drama",,3.296933
1240,The Other Boleyn Girl,2008,Drama,,22.939557
1241,Sweet November,2001,"Drama,Romance",,19.372805
1242,The Reaping,2007,Horror,http://www.thereapingmovie.com,13.445697
1243,Mean Streets,1973,"Drama,Crime",,17.002096
1244,Renaissance Man,1994,"Comedy,War",,4.516953
1245,Colombiana,2011,"Action,Thriller,Crime,Drama",http://www.colombiana-movie.com/,33.785969
1246,Quest for Camelot,1998,"Fantasy,Animation,Drama,Romance,Family",,16.059443
1247,City By The Sea,2002,"Crime,Drama,Mystery",,3.476966
1248,At First Sight,1999,"Drama,Romance",,5.778724
1249,Torque,2004,Action,,7.360793
1250,City Hall,1996,"Drama,Thriller",,3.621837
1251,Showgirls,1995,Drama,,14.513305
1252,Marie Antoinette,2006,"Drama,History",http://www.sonypictures.com/homevideo/marieantoinette/index.html,22.364549
1253,Kiss of Death,1995,"Action,Crime,Drama,Thriller",,6.90894
1254,Get Carter,2000,"Action,Drama,Thriller,Crime",,4.494788
1255,The Impossible,2012,"Thriller,Drama",,47.559928
1256,Ishtar,1987,"Action,Adventure,Comedy",,2.410546
1257,Fantastic Mr. Fox,2009,"Adventure,Animation,Comedy,Family",http://www.foxsearchlight.com/fantasticmrfox/,41.258956
1258,Life or Something Like It,2002,"Comedy,Drama,Romance",,8.980846
1259,Memoirs of an Invisible Man,1992,"Comedy,Fantasy,Sci-Fi",http://www.theofficialjohncarpenter.com/memoirs-of-an-invisible-man/,7.222985
1260,AmÃƒÂ©lie,2001,"Comedy,Romance",http://www.die-fabelhafte-welt-der-amelie.de,73.720244
1261,New York Minute,2004,Comedy,,10.0403
1262,Alfie,2004,Comedy,,15.219263
1263,Big Miracle,2012,"Adventure,Drama,Romance",http://www.everybodyloveswhales.com/,8.303696
1264,The Deep End of the Ocean,1999,"Drama,Mystery",,4.746085
1265,FearDotCom,2002,"Horror,Thriller",,6.756886
1266,Cirque du Freak: The Vampire's Assistant,2009,"Adventure,Fantasy,Action,Thriller",,16.424807
1267,Duplex,2003,"Action,Comedy,Thriller",,15.590001
1268,Soul Men,2008,"Comedy,Music",,5.483671
1269,Raise the Titanic,1980,"Action,Drama,Thriller",,1.630541
1270,Universal Soldier: The Return,1999,"Action,Sci-Fi",,14.566664
1271,Pandorum,2009,"Action,Horror,Mystery,Sci-Fi,Thriller",http://www.pandorummovie.com/,28.353517
1272,Impostor,2001,"Action,Sci-Fi,Thriller",,9.579975
1273,Extreme Ops,2002,"Action,Adventure,Drama,Thriller",,2.911819
1274,Just Visiting,2001,"Comedy,Fantasy,Sci-Fi",,10.844882
1275,Sunshine,2007,"Sci-Fi,Thriller",,51.502884
1276,A Thousand Words,2012,"Drama,Comedy",http://www.thousandwordsmovie.com/,13.119133
1277,Delgo,2008,"Adventure,Fantasy,Animation,Comedy,Sci-Fi,Family",http://www.delgo.com/,4.238482
1278,The Gunman,2015,"Action,Drama,Crime",,26.935458
1279,Stormbreaker,2006,"Adventure,Action,Family",,16.282962
1280,Disturbia,2007,"Thriller,Drama,Mystery",http://www.disturbia.com/,31.690456
1281,Hackers,1995,"Action,Crime,Thriller,Drama",,17.842246
1282,The Hunting Party,2007,"Action,Adventure,Thriller,Drama",http://www.thehuntingpartymovie.com/,8.048305
1283,The Hudsucker Proxy,1994,"Comedy,Drama",,14.188982
1284,The Warlords,2007,"Action,Drama,History",,6.884467
1285,Nomad: The Warrior,2005,"Action,History,War",,8.212018
1286,Snowpiercer,2013,"Action,Sci-Fi,Drama",http://snowpiercer-film.com/,64.238688
1287,A Monster in Paris,2011,"Adventure,Animation,Comedy,Family,Fantasy",,17.375562
1288,The Last Shot,2004,"Action,Comedy",,6.7698
1289,The Crow,1994,"Fantasy,Action,Thriller",,44.690107
1290,Baahubali: The Beginning,2015,"Action,Adventure,War,History",http://baahubali.com/,16.254032
1291,The Time Traveler's Wife,2009,"Drama,Romance,Fantasy",,37.492928
1292,Because I Said So,2007,Comedy,http://www.becauseisaidsomovie.com/index_intro.htm,18.678415
1293,Frankenweenie,2012,"Animation,Comedy,Family",http://movies.disney.com/frankenweenie-2012,27.908783
1294,Serenity,2005,"Sci-Fi,Action,Adventure,Thriller",,45.388937
1295,Against the Ropes,2004,"Romance,Drama",,2.817364
1296,Superman III,1983,"Comedy,Action,Adventure,Fantasy,Sci-Fi",,22.164202
1297,Grudge Match,2013,Comedy,,21.362949
1298,Red Cliff,2008,"Adventure,Drama,Action",http://www.redclifffilm.com,14.8375
1299,Sweet Home Alabama,2002,"Comedy,Romance",,18.256028
1300,The Ugly Truth,2009,"Comedy,Romance",http://www.thetruthisntpretty.com/,22.332927
1301,Sgt. Bilko,1996,"Comedy,Family",,5.417787
1302,Spy Kids 2: The Island of Lost Dreams,2002,"Action,Adventure,Family",,24.085144
1303,Star Trek: Generations,1994,"Sci-Fi,Action,Adventure,Thriller",,14.779041
1304,The Grandmaster,2013,"Action,Drama,History",,19.947265
1305,Water for Elephants,2011,"Drama,Romance",http://waterforelephantsfilm.com/,16.801218
1306,Dragon Nest: Warriors' Dawn,2014,"Adventure,Family,Fantasy,Animation",,5.057695
1307,The Hurricane,1999,Drama,,20.825781
1308,Enough,2002,"Drama,Thriller",http://www.sonypictures.com/movies/enough/,11.500783
1309,Heartbreakers,2001,"Crime,Comedy,Romance",,13.932203
1310,Paul Blart: Mall Cop 2,2015,"Action,Comedy,Family",,41.258487
1311,Angel Eyes,2001,"Drama,Romance,Thriller",http://angeleyesmovie.warnerbros.com/index_noflash.html,6.454634
1312,Joe Somebody,2001,Comedy,,5.257009
1313,The Ninth Gate,1999,"Horror,Mystery,Thriller",,30.359164
1314,Extreme Measures,1996,"Drama,Thriller",,3.426555
1315,Rock Star,2001,"Music,Drama,Comedy",,11.60815
1316,Precious,2009,Drama,http://www.weareallprecious.com/,18.664624
1317,White Squall,1996,"Action,Drama",,10.047579
1318,The Thing,1982,"Horror,Mystery,Sci-Fi",http://www.theofficialjohncarpenter.com/the-thing/,52.731379
1319,Riddick,2013,"Sci-Fi,Action,Thriller",http://www.riddick-movie.com,46.630062
1320,Switchback,1997,"Action,Adventure,Mystery,Thriller",,4.131546
1321,Texas Rangers,2001,"Action,Western",,5.641978
1322,City of Ember,2008,"Adventure,Family,Fantasy",http://www.cityofember.com/,23.465539
1323,The Master,2012,Drama,,25.682509
1324,Virgin Territory,2007,"Adventure,Action,Comedy,Romance",,6.760922
1325,The Express,2008,Drama,,3.87823
1326,The 5th Wave,2016,"Adventure,Sci-Fi",https://www.facebook.com/5thWaveMovie/,57.889964
1327,Creed,2015,Drama,http://creedthemovie.com/,57.773583
1328,The Town,2010,"Crime,Drama,Thriller",http://thetownmovie.warnerbros.com/,24.218358
1329,What to Expect When You're Expecting,2012,"Romance,Comedy,Drama",http://whattoexpectthefilm.com/,27.009723
1330,Burn After Reading,2008,"Comedy,Drama",,31.941347
1331,Nim's Island,2008,"Adventure,Comedy,Family,Fantasy",,14.353279
1332,Rush,2013,"Drama,Action",,33.003828
1333,Magnolia,1999,Drama,http://www.magnoliamovie.com/,30.993736
1334,Cop Out,2010,"Action,Comedy,Crime",http://copoutmovie.warnerbros.com/dvd/,25.825771
1335,How to Be Single,2016,"Comedy,Romance",http://howtobesinglemovie.com/,46.078371
1336,Dolphin Tale,2011,"Drama,Family",http://dolphintalemovie.warnerbros.com/index.html,6.63839
1337,Twilight,2008,"Adventure,Fantasy,Drama,Romance",http://www.twilightthemovie.com,127.084938
1338,John Q,2002,"Drama,Thriller,Crime",,27.465433
1339,Blue Streak,1999,"Action,Comedy,Crime",,16.865782
1340,We're the Millers,2013,"Comedy,Crime",http://werethemillers.warnerbros.com,100.348805
1341,The Inhabited Island,2008,"Action,Fantasy,Sci-Fi,Thriller",http://oostrov.ru,2.785832
1342,Breakdown,1997,"Drama,Action,Thriller",,9.176339
1343,Never Say Never Again,1983,"Adventure,Action,Thriller",http://www.mgm.com/view/movie/1345/Never-Say-Never-Again/,23.380757
1344,Hot Tub Time Machine,2010,"Sci-Fi,Comedy,Adventure",http://www.mgm.com/view/Movie/2387/Hot-T...,33.926473
1345,Dolphin Tale 2,2014,"Family,Drama",http://www.seewinter.com/,6.967857
1346,Reindeer Games,2000,Thriller,,11.470135
1347,A Man Apart,2003,"Action,Drama",http://www.newline.com/properties/manaparta.html,19.854932
1348,Aloha,2015,"Drama,Comedy,Romance",,29.652536
1349,Ghosts of Mississippi,1996,"History,Drama",,8.102925
1350,Snow Falling on Cedars,1999,"Drama,Romance",,2.79483
1351,The Rite,2011,"Drama,Thriller,Horror",http://whatdoyoubelieve.warnerbros.com/,11.492474
1352,Gattaca,1997,"Thriller,Sci-Fi,Mystery,Romance",,70.398356
1353,Isn't She Great,2000,"Drama,Comedy",,1.068453
1354,Space Chimps,2008,"Animation,Family",http://www.spacechimpspower.com/,6.293217
1355,Head of State,2003,Comedy,,3.457194
1356,The Hangover,2009,Comedy,http://hangoverpart2.warnerbros.com/dvd/,82.21166
1357,Ip Man 3,2015,"Action,Drama,History",,19.167377
1358,Austin Powers: The Spy Who Shagged Me,1999,"Adventure,Comedy,Crime,Sci-Fi",,18.316151
1359,Batman,1989,"Fantasy,Action",,44.104469
1360,There Be Dragons,2011,Drama,http://therebedragonsmovie.com/,6.668679
1361,Lethal Weapon 3,1992,"Adventure,Action,Comedy,Thriller,Crime",,36.172182
1362,The Blind Side,2009,Drama,http://www.theblindsidemovie.com/,25.767395
1363,Spy Kids,2001,"Action,Comedy,Family,Adventure",,21.543389
1364,Horrible Bosses,2011,"Comedy,Crime",http://horriblebossesmovie.warnerbros.com/index.html,50.309843
1365,True Grit,2010,"Drama,Adventure,Western",http://www.truegritmovie.com/,49.292384
1366,The Devil Wears Prada,2006,"Comedy,Drama,Romance",http://www.devilwearspradamovie.com/,83.893257
1367,Star Trek: The Motion Picture,1979,"Sci-Fi,Adventure,Mystery",,24.616634
1368,Identity Thief,2013,"Comedy,Crime",http://www.identitythiefmovie.com,34.005726
1369,Cape Fear,1991,"Crime,Thriller",,27.714043
1370,21,2008,"Drama,Crime",http://www.sonypictures.com/movies/21/,45.149948
1371,Trainwreck,2015,Comedy,,72.774941
1372,Guess Who,2005,"Comedy,Romance",,3.74263
1373,The English Patient,1996,"Drama,Romance,War",,29.381878
1374,L.A. Confidential,1997,"Crime,Drama,Mystery,Thriller",,24.860326
1375,Sky High,2005,"Adventure,Comedy,Family",http://disney.go.com/disneypictures/skyhigh/,11.041659
1376,In & Out,1997,"Comedy,Romance",,11.897925
1377,Species,1995,"Sci-Fi,Horror,Action",,23.607071
1378,A Nightmare on Elm Street,1984,Horror,,38.204158
1379,The Cell,2000,"Horror,Sci-Fi,Thriller",,25.413955
1380,The Man in the Iron Mask,1998,"Action,Adventure,Drama",,28.98027
1381,Secretariat,2010,Drama,http://disney.go.com/disneypictures/secretariat/,9.525037
1382,TMNT,2007,"Adventure,Animation,Comedy,Family",https://www.warnerbros.com/tmnt,18.39217
1383,Radio,2003,Drama,,9.254647
1384,Friends with Benefits,2011,"Romance,Comedy",http://www.fwb-movie.com/,40.526587
1385,Neighbors 2: Sorority Rising,2016,Comedy,http://www.neighbors-movie.com/,50.179171
1386,Saving Mr. Banks,2013,"Comedy,Drama,History",,31.957947
1387,Malcolm X,1992,"Drama,History",,19.822791
1388,This Is 40,2012,Comedy,http://www.thisis40movie.com/,38.429648
1389,Old Dogs,2009,"Comedy,Family",http://disney.go.com/olddogs/,13.707843
1390,Underworld: Rise of the Lycans,2009,"Fantasy,Action,Adventure,Sci-Fi,Thriller",,51.927471
1391,License to Wed,2007,Comedy,http://licensetowedthemovie.warnerbros.com/,14.503568
1392,The Benchwarmers,2006,Comedy,,6.74556
1393,Must Love Dogs,2005,"Comedy,Romance",http://www2.warnerbros.com/mustlovedogs/,11.120167
1394,Donnie Brasco,1997,"Crime,Drama,Thriller",,40.370442
1395,Resident Evil,2002,"Horror,Action,Sci-Fi",http://www.sonypictures.com/movies/residentevil/index.html,40.715623
1396,Poltergeist,1982,Horror,,36.230204
1397,The Ladykillers,2004,"Comedy,Crime,Thriller",,23.666229
1398,Max Payne,2008,Action,http://www.maxpaynethemovie.com,25.903237
1399,In Time,2011,"Action,Thriller,Sci-Fi",http://www.intimemovie.com/,60.231382
1400,The Back-Up Plan,2010,"Comedy,Romance",http://www.theback-upplan.com/,18.38292
1401,Something Borrowed,2011,"Comedy,Drama,Romance",http://somethingborrowedmovie.warnerbros.com/,14.029012
1402,Black Knight,2001,"Adventure,Comedy,Fantasy",,15.913783
1403,The Bad News Bears,1976,"Comedy,Family",,6.889633
1404,Street Fighter,1994,"Action,Adventure,Thriller",,19.286099
1405,The Pianist,2002,"Drama,War",http://www.thepianistmovie.com/,50.587541
1406,The Nativity Story,2006,"Drama,History",,3.721272
1407,House of Wax,2005,Horror,,17.157738
1408,Closer,2004,"Drama,Romance",,22.636908
1409,J. Edgar,2011,"Drama,Crime,History",http://jedgarmovie.warnerbros.com/dvd/,28.069419
1410,Mirrors,2008,"Horror,Mystery,Thriller",,19.774543
1411,Queen of the Damned,2002,"Drama,Fantasy,Horror",,11.644243
1412,Predator 2,1990,"Sci-Fi,Action,Thriller",,27.934978
1413,Untraceable,2008,Drama,http://www.sonypictures.com/movies/untraceable/,12.677505
1414,Blast from the Past,1999,"Comedy,Romance",,8.737058
1415,Flash Gordon,1980,Sci-Fi,,12.343507
1416,Jersey Girl,2004,"Comedy,Romance",,14.699342
1417,Alex Cross,2012,"Action,Thriller,Crime,Mystery",,14.513243
1418,Midnight in the Garden of Good and Evil,1997,"Crime,Drama,Mystery,Thriller",,5.525544
1419,Heist,2015,"Crime,Action,Thriller",,15.079993
1420,Nanny McPhee and the Big Bang,2010,"Comedy,Fantasy",http://www.nannymcphee.co.uk/,23.835055
1421,Hoffa,1992,"Crime,History",,5.926966
1422,The X Files: I Want to Believe,2008,"Drama,Mystery,Sci-Fi,Thriller",,25.454549
1423,Ella Enchanted,2004,"Family,Fantasy,Comedy",http://www.miramax.com/movie/ella-enchanted/,22.71592
1424,Concussion,2015,Drama,http://www.sonypictures.com/movies/concussion/,35.120736
1425,Abduction,2011,"Thriller,Action,Mystery",http://www.abductionthefilm.com/,19.893646
1426,Valiant,2005,"Animation,Family,Adventure",,14.051852
1427,Wonder Boys,2000,"Comedy,Drama",,9.011729
1428,Superhero Movie,2008,"Action,Comedy,Sci-Fi",,19.088655
1429,Broken City,2013,"Thriller,Crime,Drama",http://www.brokencitymovie.com/,29.490057
1430,Cursed,2005,"Horror,Comedy",,11.195593
1431,Premium Rush,2012,"Crime,Action,Thriller",http://www.premiumrush.com/,17.709888
1432,Hot Pursuit,2015,"Action,Comedy,Crime",,18.262017
1433,The Four Feathers,2002,"War,Adventure,Drama,Romance",,10.10364
1434,Parker,2013,"Action,Crime",,28.670477
1435,Wimbledon,2004,"Comedy,Romance",,16.736734
1436,Furry Vengeance,2010,Comedy,http://www.furryvengeance-movie.com/,13.668633
1437,Bait,2012,"Action,Horror,Thriller",,9.780588
1438,Krull,1983,"Fantasy,Action,Adventure",,9.904881
1439,Lions for Lambs,2007,"Action,Adventure,Drama,History",,9.789027
1440,Flight of the Intruder,1991,"Action,Adventure,Drama,Thriller",,6.81729
1441,Walk Hard: The Dewey Cox Story,2007,"Comedy,Music",http://www.walkhard-movie.com/,10.73522
1442,The Shipping News,2001,"Drama,Romance",,11.1399
1443,American Outlaws,2001,"Action,Western",,6.727949
1444,The Young Victoria,2009,"Drama,History,Romance",http://www.theyoungvictoriamovie.com/,16.343317
1445,Whiteout,2009,"Action,Crime,Mystery,Thriller",http://www.whiteoutmovie.com/,14.818718
1446,The Tree of Life,2011,"Drama,Fantasy",http://www.twowaysthroughlife.com/,43.862456
1447,Knock Off,1998,"Action,Adventure,Thriller",,2.706207
1448,Sabotage,2014,"Action,Drama,Thriller,Crime",,27.903999
1449,The Order,2003,"Drama,Fantasy,Horror,Mystery,Romance,Thriller",,3.746806
1450,Punisher: War Zone,2008,"Action,Crime",http://punisherwarzonemovie.com,17.112498
1451,Zoom,2006,"Family,Fantasy,Comedy",,10.304172
1452,The Walk,2015,"Adventure,Drama,Thriller",http://www.sonypictures.com/movies/thewalk/,37.335721
1453,Warriors of Virtue,1997,"Fantasy,Family,Action",,0.912395
1454,A Good Year,2006,"Comedy,Drama,Romance",,16.782471
1455,Radio Flyer,1992,Drama,,3.503408
1456,Bound by Honor,1993,"Action,Crime,Drama,Thriller",,9.122828
1457,Smilla's Sense of Snow,1997,"Action,Crime,Drama,Mystery,Thriller",,5.419181
1458,Femme Fatale,2002,"Thriller,Crime,Romance",,9.07278
1459,Lion of the Desert,1981,"Action,History,War",,2.864979
1460,The Horseman on the Roof,1995,"War,Adventure,Drama,Romance",,2.877488
1461,Ride with the Devil,1999,"Drama,War,Romance,Western",,5.516207
1462,Biutiful,2010,Drama,,13.930763
1463,Bandidas,2006,"Action,Comedy,Western,Crime",,20.27704
1464,Black Water Transit,2009,"Drama,Crime",,0.126738
1465,The Maze Runner,2014,"Action,Mystery,Sci-Fi,Thriller",http://themazerunnermovie.com/,131.815575
1466,Unfinished Business,2015,Comedy,,16.832312
1467,The Age of Innocence,1993,"Drama,Romance",,9.133747
1468,The Fountain,2006,"Drama,Adventure,Sci-Fi,Romance",http://thefountainmovie.warnerbros.com/,24.606012
1469,Chill Factor,1999,"Action,Comedy,Thriller",,3.276912
1470,Stolen,2012,"Action,Crime,Drama,Thriller",,16.830184
1471,Ponyo,2008,"Animation,Family",,39.58676
1472,The Longest Ride,2015,"Drama,Romance",,41.946523
1473,The Astronaut's Wife,1999,"Drama,Sci-Fi,Thriller",,20.697556
1474,I Dreamed of Africa,2000,"Romance,Drama,Adventure",,1.656695
1475,Playing for Keeps,2012,"Comedy,Romance",,17.932561
1476,Mandela: Long Walk to Freedom,2013,"Drama,History",,15.50957
1477,Reds,1981,"Drama,History",,4.602185
1478,A Few Good Men,1992,Drama,http://www.sonypictures.com/movies/afewgoodmen/,40.379966
1479,Exit Wounds,2001,"Action,Crime,Thriller",http://www.exitwounds.net/,12.601306
1480,Big Momma's House,2000,"Crime,Comedy",,24.389194
1481,Thunder and the House of Magic,2013,"Family,Fantasy,Animation,Adventure",http://www.nwave.com/films/3d-feature-films/13-films-cat/feature/95-the-house-of-magic-3d,12.867326
1482,The Darkest Hour,2011,"Horror,Action,Thriller,Sci-Fi",http://www.darkesthourmovie.com/,23.328823
1483,Step Up Revolution,2012,"Music,Drama,Romance",,29.775441
1484,Snakes on a Plane,2006,"Action,Crime,Horror,Thriller",,19.642328
1485,The Watcher,2000,"Mystery,Thriller",,7.339908
1486,The Punisher,2004,"Action,Crime,Drama",http://marvel.com/movies/movie/5/the_punisher,35.099611
1487,Goal!: The Dream Begins,2005,Drama,,16.541791
1488,Safe,2012,"Action,Crime,Thriller",http://www.safethefilm.com/,31.92695
1489,Pushing Tin,1999,"Comedy,Drama",,9.060642
1490,Return of the Jedi,1983,"Adventure,Action,Sci-Fi",http://www.starwars.com/films/star-wars-episode-vi-return-of-the-jedi,46.509071
1491,Doomsday,2008,"Action,Thriller,Sci-Fi",,21.538222
1492,The Reader,2008,"Drama,Romance",,33.923786
1493,Wanderlust,2012,Comedy,http://www.wanderlust-movie.com/Wanderlust/home.html,20.908494
1494,Elf,2003,"Comedy,Family,Fantasy",,16.901954
1495,Phenomenon,1996,"Drama,Fantasy,Romance,Sci-Fi",,15.039407
1496,Snow Dogs,2002,"Adventure,Comedy,Family",,13.655735
1497,Scrooged,1988,"Fantasy,Comedy,Drama",,21.620317
1498,Nacho Libre,2006,"Comedy,Family",http://www.nacholibre.com/,14.642055
1499,Bridesmaids,2011,"Comedy,Romance",http://www.bridesmaidsmovie.com/,17.107065
1500,This Is the End,2013,"Action,Comedy",http://www.thisistheend.com/,38.21708
1501,Stigmata,1999,Horror,,14.993169
1502,Men of Honor,2000,Drama,,24.147269
1503,Takers,2010,"Action,Crime,Drama,Thriller",http://www.whoarethetakers.com/,18.47242
1504,The Big Wedding,2013,Comedy,,18.84332
1505,"Big Mommas: Like Father, Like Son",2011,"Crime,Comedy,Action",http://www.bigmommaslikefatherlikeson.com/,15.901137
1506,Source Code,2011,"Thriller,Sci-Fi,Mystery",http://www.enterthesourcecode.com/,59.19888
1507,Alive,1993,"Action,Adventure,Drama,Thriller",,14.48851
1508,The Number 23,2007,"Thriller,Drama,Mystery",http://wwws.warnerbros.de/number23/,23.197408
1509,The Young and Prodigious T.S. Spivet,2013,"Adventure,Drama,Family",,10.651202
1510,1941,1979,"Action,Comedy",,10.032626
1511,Dreamer: Inspired By a True Story,2005,"Drama,Family",,6.048743
1512,A History of Violence,2005,"Drama,Thriller,Crime",,34.628738
1513,Transporter 2,2005,"Action,Thriller,Crime",,47.5612
1514,The Quick and the Dead,1995,"Action,Western",,16.473355
1515,Laws of Attraction,2004,"Action,Comedy,Romance,Thriller",,6.201404
1516,Bringing Out the Dead,1999,Drama,,15.560918
1517,Repo Men,2010,"Action,Sci-Fi,Thriller,Crime",http://www.repomenarecoming.com/,25.799697
1518,Dragon Wars: D-War,2007,"Fantasy,Drama,Horror,Action,Thriller,Sci-Fi",,4.822033
1519,Bogus,1996,"Fantasy,Comedy,Family",,3.379454
1520,The Incredible Burt Wonderstone,2013,Comedy,,26.9385
1521,Cats Don't Dance,1997,"Animation,Comedy,Family,Music",,4.098444
1522,Cradle Will Rock,1999,Drama,,4.901553
1523,The Good German,2006,"War,Crime,Drama,Mystery,Romance,Thriller",http://www.the-good-german.de,5.347936
1524,George and the Dragon,2004,Adventure,,4.120549
1525,Apocalypse Now,1979,"Drama,War",http://www.apocalypsenow.com,49.973462
1526,Going the Distance,2010,"Comedy,Drama,Romance",http://going-the-distance.warnerbros.com/,13.611544
1527,Mr. Holland's Opus,1995,"Music,Drama,Family",,6.775294
1528,Criminal,2016,Action,,27.891012
1529,Out of Africa,1985,Drama,,13.864975
1530,Flight,2012,Drama,http://www.paramount.com/flight,42.213765
1531,Moonraker,1979,"Action,Adventure,Thriller,Sci-Fi",http://www.mgm.com/view/movie/1292/Moonraker/,29.887404
1532,The Grand Budapest Hotel,2014,"Comedy,Drama",,74.417456
1533,Hearts in Atlantis,2001,"Drama,Mystery",,7.06762
1534,Arachnophobia,1990,"Comedy,Horror",,15.895661
1535,Frequency,2000,"Crime,Drama,Sci-Fi,Thriller",,19.258041
1536,Vacation,2015,Comedy,,47.753598
1537,Get Shorty,1995,"Comedy,Thriller,Crime",,15.585138
1538,Chicago,2002,"Action,Comedy,Crime,Drama,Music",,32.217425
1539,Big Daddy,1999,"Comedy,Drama",,34.86859
